Transcript ID,Strand,1st ORF on transcript,Last ORF on transcript,5' TSS,3' End,Length,Is mRNA?,ORFs per transcript,5' UTR length,3' UTR length,Mean RNA sequencing over transcript,mRNA / cell
318,0,637799779,637799779,1381359,1381015,345,1,1,28,17,7.8956521739,0.2635257378
319,0,637799844,637799843,1464861,1463651,1211,1,2,44,0,10.5161023947,0.3509860338
320,0,637799939,637799938,1556563,1554674,1890,1,2,50,165,25.9238095238,0.8652345468
321,0,637800261,637800261,1893788,1892931,858,1,1,53,76,454.7575757576,15.178014816
322,0,637800273,637800272,1901674,1899697,1978,1,1,73,159,513.2057633974,17.1287848626
323,0,637800282,637800282,1908933,1907478,1456,1,1,88,0,5.301510989,0.1769435335
324,0,637800456,637800456,2081412,2080210,1203,1,1,21,0,6.216957606,0.207497532
325,0,637800828,637800828,2447793,2447112,682,1,1,21,232,21.5586510264,0.7195427677
326,0,640711055,640711055,2447996,2447896,101,0,1,0,0,98008.8613861386,0
327,0,637800886,637800886,2513952,2510017,3936,1,1,79,2423,14.0198170732,0.467926215
328,1,637798496,637798496,88715,89885,1169,1,1,20,167,7.3185311699,0.2442637142
329,1,637798642,637798642,231983,232810,826,1,1,35,253,11.9528985507,0.3989406245
330,1,637798948,637798949,524352,526210,1857,1,2,15,1148,8.8870360409,0.2966142223
331,1,637799194,637799194,769569,770038,468,1,1,5,0,2.3659574468,0.0789663308
332,1,637799509,637799509,1097757,1099206,1448,1,1,42,31,6.4489655172,0.2152410413
333,1,637799592,637799592,1199410,1200810,1399,1,1,27,48,3.26124197,0.1088473982
334,1,637799651,637799651,1242824,1243812,987,1,1,101,3,2.4004044489,0.0801160359
335,1,637799814,637799814,1426866,1429711,2844,1,1,176,0,5.3162333099,0.1774349065
336,1,637800283,637800283,1908945,1910261,1315,1,1,0,48,108.6036446469,3.6247614433
337,1,637800500,637800500,2133272,2134587,1314,1,1,27,44,7.0341945289,0.2347736782
338,1,637800519,637800522,2152607,2155549,2941,1,4,32,0,19.0764525994,0.6366967712
339,1,637800957,637800959,2588000,2590282,2281,1,3,28,111,12.5900131406,0.4202049974
340,1,637801021,637801021,2650082,2652068,1985,1,1,20,89,8.1117262204,0.2707374375
341,0,637798510,637798509,104461,103268,1194,1,2,53,0,3.7127303183,0.1239162991
342,0,637798780,637798779,368626,366683,1944,1,2,52,55,10.9264403292,0.3646814963
343,0,637799011,637799011,590060,588519,1542,1,1,0,9,2.0745784695,0.0692412495
344,1,637798700,637798702,290196,294784,4587,1,3,198,19,54.8642405753,1.8311520263
345,1,637799167,637799167,747510,747722,211,1,1,0,0,2.1408450704,0.0714529673
346,1,637799802,637799802,1407857,1408229,371,1,1,106,27,10.1474530831,0.3386819734
347,1,637800221,637800221,1845760,1847409,1648,1,1,0,24,2.5006060606,0.0834603707
348,0,637798485,637798484,77607,76507,1101,1,2,23,107,13.7048138056,0.4574126483
349,0,637798729,637798728,320804,318626,2179,1,2,0,53,10.9921982561,0.3668762368
350,0,637798773,637798773,360712,359760,953,1,1,22,7,2.834207765,0.0945946802
351,0,637799264,637799264,845368,842328,3041,1,1,21,8,5.2946399211,0.1767142043
352,0,637799531,637799530,1123559,1121129,2431,1,2,25,23,7.5236528178,0.251109866
353,0,637799585,637799585,1193292,1192792,501,1,1,0,0,2.7425149701,0.0915343362
354,0,637799723,637799723,1318631,1316073,2559,1,1,33,93,10.0070339977,0.3339953382
355,0,637799789,637799789,1398214,1397087,1128,1,1,336,0,18.1613475177,0.6061541718
356,0,637799815,637799815,1430353,1429718,636,1,1,43,80,33.7908805031,1.127806357
357,0,637799818,637799817,1432779,1431081,1699,1,2,19,204,9.6439081813,0.3218756301
358,0,637799836,637799835,1456115,1454558,1558,1,2,31,35,2.622593068,0.087531816
359,0,637799932,637799932,1548991,1548572,420,1,1,61,59,392.1642857143,13.0888975916
360,0,637800087,637800087,1720995,1717649,3347,1,1,49,58,4.4702718853,0.1492000497
361,0,637800330,637800330,1963645,1961903,1743,1,1,63,84,10.5312679289,0.3514921998
362,0,637800337,637800337,1969918,1968614,1305,1,1,20,40,6.4421455939,0.2150134192
363,0,637800461,637800458,2084954,2082726,2229,1,4,32,0,47.9896814715,1.6017063489
364,0,640711047,640711047,2085523,2085451,73,0,1,0,1,133320.123287671,0
365,0,637800800,637800800,2420222,2419340,883,1,1,24,235,67.2978482446,2.2461368255
366,0,637800866,637800866,2491517,2490633,885,1,1,0,0,2.2293785311,0.0744078651
367,1,637798408,637798408,2154,4512,2357,1,1,24,1,14.4230606189,0.4813848948
368,1,637798524,637798524,116924,118710,1785,1,1,19,283,35.4711807499,1.1838881541
369,1,637798618,637798618,214448,215631,1182,1,1,23,72,9.035472973,0.3015684619
370,1,637798690,637798693,280663,282592,1928,1,4,38,0,22.0632124352,0.7363830382
371,1,637798736,637798743,327391,333462,6070,1,8,3,54,141.9897891963,4.7390593118
372,1,637798749,637798749,336625,337128,502,1,1,29,73,79.9384920635,2.6680316754
373,1,637798863,637798863,445170,445404,233,1,1,39,58,492.9744680851,16.4535439955
374,1,637799036,637799037,615361,618334,2972,1,2,0,149,50.7824478816,1.6949178801
375,1,637799067,637799068,650181,652709,2527,1,2,51,50,318.6476868327,10.635203389
376,1,637799251,637799251,829643,830948,1304,1,1,18,160,79.2702909648,2.6457297573
377,1,637799321,637799321,914523,915216,692,1,1,90,58,23.7680115274,0.7932825099
378,1,637799370,637799370,959818,960692,873,1,1,19,7,8.0285714286,0.2679620584
379,1,637799391,637799391,979348,979801,452,1,1,21,40,4.3061674009,0.1437228891
380,1,637799492,637799492,1079424,1080829,1404,1,1,54,56,11.3904694168,0.3801689577
381,1,637799689,637799690,1281955,1284407,2451,1,2,38,336,14.523848349,0.4847487918
382,1,637799811,637799812,1421410,1424627,3216,1,2,65,24,6.4310130516,0.2146418588
383,1,637799951,637799951,1568550,1570939,2388,1,1,77,12,2.3778242678,0.0793623985
384,1,637799984,637799984,1608010,1608854,843,1,1,42,38,4.0710059172,0.1358741259
385,1,637800102,637800103,1733767,1735108,1340,1,2,23,4,5.2742175857,0.1760325873
386,1,637800136,637800136,1764869,1765439,569,1,1,218,11,8.4868651489,0.2832580958
387,1,637800142,637800142,1772008,1772859,850,1,1,16,26,5.1361502347,0.1714244435
388,1,637800540,637800540,2176828,2177238,409,1,1,27,0,10.2214111922,0.3411504035
389,1,637800613,637800613,2248661,2251096,2434,1,1,20,31,5.5931855501,0.1866784803
390,1,640711052,637800722,2343582,2343939,356,0,2,0,24,6444.5391061453,0
391,1,637800752,637800753,2372325,2374348,2022,1,2,28,347,15.70256917,0.5240898452
392,1,637800786,637800789,2405814,2410276,4461,1,4,35,143,9.6280528792,0.3213464426
393,0,637798621,637798621,217833,217201,633,1,1,20,223,22.9842022117,0.7671220453
394,0,637798872,637798869,451804,449370,2435,1,4,56,0,18.7564681725,0.6260169526
395,0,637799093,637799093,675921,675093,829,1,1,59,71,6.507840772,0.2172060652
396,0,637799578,637799578,1178897,1177606,1292,1,1,220,64,225.3746130031,7.5221159521
397,0,640711044,640711044,1622869,1622797,73,0,1,0,1,64900.9726027397,0
398,0,637800057,637800057,1689171,1687415,1757,1,1,19,169,13.0273192943,0.4348005525
399,0,637800191,637800188,1821771,1819058,2714,1,1,1,696,46.5482682388,1.5535976586
400,0,637800244,637800243,1873828,1871421,2408,1,2,46,102,11.9958471761,0.4003740804
401,0,637800298,637800298,1926741,1925682,1060,1,1,40,153,3.4981132075,0.1167532262
402,0,637800435,637800433,2061545,2058564,2982,1,3,18,160,6.3279678068,0.2112026148
403,0,637800804,637800804,2422901,2422164,738,1,1,82,29,5.3753387534,0.1794076131
404,0,637800910,637800910,2542777,2541270,1508,1,1,40,34,4.7526525199,0.1586248019
405,0,637800935,637800933,2568334,2565271,3064,1,3,29,26,21.1843994778,0.7070517266
406,1,637798585,637798585,176646,177121,474,1,1,96,26,3.0903361345,0.1031432353
407,1,637798873,637798873,451813,454224,2410,1,1,25,137,13.8395522388,0.4619096858
408,1,637799029,637799033,607765,613925,6159,1,5,55,13,17.4875831845,0.5836665747
409,1,637799092,637799092,674255,675175,919,1,1,79,26,9.8154180239,0.3275999524
410,1,637799724,637799724,1318697,1320482,1784,1,1,37,180,12.624300112,0.4213493613
411,1,637800238,637800238,1866842,1867510,667,1,1,31,134,6.8011958146,0.2269970999
412,1,637800268,637800270,1896895,1898977,2081,1,3,392,2,22.3034085454,0.7443998373
413,1,637800726,637800726,2347542,2349196,1653,1,1,72,170,5.6205438066,0.187591591
414,0,637800200,637800199,1826452,1824997,1456,1,2,0,185,15.1634615385,0.5060965582
415,0,637801011,637801011,2640310,2639087,1224,1,1,328,59,60.3169934641,2.0131434177
416,1,640711029,640711029,587716,587788,71,0,1,0,1,133377.260273973,0
417,1,637800132,637800132,1759881,1762521,2639,1,1,49,15,3.2771677395,0.1093789376
418,1,637800584,637800585,2223602,2224752,1149,1,2,0,10,3.180712424,0.1061596395
419,0,637798449,637798448,41552,40792,761,1,1,56,63,49.2076215506,1.6423563865
420,0,637798682,637798682,271482,269838,1645,1,1,9,163,8.4273556231,0.2812719025
421,0,637799311,637799311,905450,904845,606,1,1,33,0,3.9917491749,0.1332288484
422,0,637799565,637799565,1164446,1162352,2095,1,1,211,213,19.0362768496,0.6353558631
423,0,637799798,637799798,1405253,1404275,979,1,1,50,17,4.5291113381,0.1511638786
424,0,637800063,637800060,1696895,1692937,3959,1,4,43,48,9.2182369285,0.3076684021
425,0,637800641,637800641,2275568,2274885,684,1,1,23,19,4.1754385965,0.139359677
426,0,637800718,637800716,2339615,2337137,2479,1,3,19,70,7.6006454215,0.2536795756
427,1,637798660,637798660,248767,251464,2696,1,1,92,35,28.214232765,0.9416798439
428,1,637798952,637798953,526862,527841,978,1,2,0,6,7.9948979592,0.2668381708
429,1,637799079,637799083,663883,666679,2795,1,4,102,26,18.2398998927,0.6087759402
430,1,637800774,637800774,2393495,2394616,1120,1,1,14,355,11.3868092692,0.3800467964
431,1,637800868,637800868,2492192,2493019,826,1,1,23,70,23.2644927536,0.7764770384
432,0,637798989,637798988,563006,560616,2391,1,2,25,104,11.5148473442,0.3843202023
433,0,637800878,637800878,2502140,2500967,1174,1,1,28,0,2.3407155026,0.0781238543
434,1,637798944,637798946,519643,523582,3938,1,2,149,74,61.1345177665,2.0404291558
435,1,637799515,637799515,1104710,1107424,2713,1,1,0,63,30.2758747698,1.010489325
436,1,637799556,637799556,1149405,1151309,1903,1,1,40,50,6.8209973753,0.2276579979
437,1,637799896,637799896,1517196,1518911,1714,1,1,41,79,280.6427738928,9.366749246
438,0,637799669,637799664,1264857,1255751,9107,1,6,56,6,28.5575930603,0.9531398566
439,0,637799904,637799900,1523642,1521304,2339,1,5,0,178,3.076528431,0.1026823886
440,0,637800523,637800523,2156565,2155903,663,1,1,0,24,2.8567119155,0.09534578
441,1,640711030,637799039,620372,621226,853,0,2,0,0,35137.7824561404,0
442,1,637799283,637799285,869160,871868,2707,1,3,9,16,7.1775562938,0.2395585287
443,1,637800252,637800252,1880853,1884231,3377,1,1,128,137,5.5794613791,0.1862204216
444,1,637800331,637800333,1963696,1965784,2087,1,3,52,6,18.4193393968,0.6147649235
445,0,637798438,637798437,33595,32811,785,1,2,89,38,4.1057324841,0.1370331618
446,0,637798912,637798910,492908,490017,2892,1,3,41,57,29.1400414938,0.9725796886
447,0,637799199,637799198,779264,776693,2572,1,2,19,67,8.3841368585,0.2798294305
448,0,637799351,637799351,940971,940391,581,1,1,46,19,2.8760757315,0.0959920678
449,0,637799377,637799377,966358,965644,715,1,1,3,82,3.5174825175,0.1173996973
450,0,637800701,637800701,2324897,2323359,1539,1,1,140,40,16.9636127355,0.5661785074
451,0,637800843,637800842,2471164,2469046,2119,1,2,24,8,5.4209532798,0.1809300462
452,0,637800949,637800947,2581735,2578471,3265,1,3,19,0,12.7329249617,0.4249748305
453,0,637801024,637801023,2654126,2652431,1696,1,2,24,85,4.8284198113,0.1611536153
454,1,637798574,637798574,167015,168144,1128,1,1,50,396,16.0212389381,0.5347257857
455,1,637798802,637798803,389919,392924,3004,1,2,34,1,5.6340652029,0.1880428819
456,1,637798864,637798864,445506,446245,738,1,1,56,66,8.2013513514,0.273728771
457,1,637799991,637799993,1614968,1617330,2361,1,3,236,38,5.8544223445,0.1953975344
458,1,637800117,637800117,1747227,1747677,449,1,1,25,87,52.3192904656,1.7462116261
459,1,637800572,637800572,2207101,2207864,762,1,1,66,518,25.8219895288,0.861836197
460,1,637800794,637800794,2413274,2414224,949,1,1,82,83,6.1093585699,0.2039063005
461,0,637798835,637798834,419267,416783,2485,1,2,47,199,20.0579476861,0.6694552074
462,0,637799626,637799626,1228007,1227303,705,1,1,0,0,8.3361702128,0.278228493
463,0,637799884,637799884,1506297,1504758,1540,1,1,103,0,4.6506493506,0.1552203383
464,1,637799882,637799882,1503441,1504257,815,1,1,16,0,4.1725826193,0.1392643557
465,0,637798608,637798604,204110,198976,5135,1,5,21,17,8.4831548199,0.2831342596
466,0,637798886,637798881,463801,460227,3575,1,2,52,69,30.9376223776,1.0325758511
467,0,637800628,637800628,2262336,2261453,884,1,1,1,103,5.7737556561,0.1927051984
468,0,637800734,637800734,2358120,2357144,977,1,1,0,2,5.7850562948,0.1930823692
469,1,637798820,637798820,404015,405188,1172,1,1,1,0,2.9003407155,0.0968019373
470,1,637798998,637798998,573835,576651,2815,1,1,19,68,7.3003194888,0.2436558801
471,1,637799153,637799155,733427,735572,2144,1,3,109,20,2.6999068034,0.0901122436
472,1,637799292,637799292,877976,880760,2783,1,1,0,85,9.4258527828,0.3145978007
473,1,637799401,637799405,991530,996312,4781,1,5,23,81,9.7077148233,0.3240052442
474,1,637799548,637799551,1140770,1144919,4148,1,3,31,587,31.9963855422,1.0679131907
475,1,637799618,637799618,1220313,1220929,615,1,1,36,29,6.6531604538,0.2220562632
476,1,637799674,637799674,1269996,1270345,348,1,1,5,0,2.2542857143,0.0752391687
477,1,637799813,637799813,1424662,1426647,1984,1,1,23,37,5.6978851964,0.1901729416
478,1,637800151,637800151,1781278,1782368,1089,1,1,39,149,5.6214482126,0.1876217765
479,1,637800159,637800159,1791726,1792396,669,1,1,226,4,6.7049180328,0.2237837271
480,1,637800250,637800251,1876996,1880829,3832,1,2,29,119,20.6251956182,0.6883877067
481,0,637800724,637800724,2344951,2344547,405,1,1,52,44,2.9703703704,0.0991392511
482,1,637798759,637798759,345453,346432,978,1,1,17,0,4.2724489796,0.1425975011
483,1,637799502,637799502,1087284,1087645,360,1,1,43,7,3.9254143646,0.131014854
484,1,637801012,637801012,2640012,2641302,1289,1,1,61,0,3.7838884586,0.1262912773
485,0,637800287,637800287,1913842,1911935,1908,1,1,35,43,31.3087002096,1.0449609659
486,0,637800365,637800364,1999918,1998376,1543,1,2,22,280,47.5042125729,1.5855033112
487,0,637800379,637800377,2011148,2009212,1937,1,3,21,20,9.9318533815,0.3314861056
488,0,637800602,637800599,2241084,2238277,2808,1,4,0,224,74.9650997151,2.5020394487
489,0,637800927,637800926,2559896,2558280,1617,1,2,22,308,21.2145949289,0.7080595317
490,1,637799643,637799644,1237017,1238553,1535,1,2,0,0,3.499674691,0.1168053423
491,1,637800593,637800594,2230784,2232944,2159,1,2,39,187,15.6737621472,0.5231283805
492,0,637799808,637799806,1417366,1414275,3092,1,3,64,8,8.2503234153,0.2753632654
493,0,637800946,637800943,2578409,2574819,3591,1,4,38,0,9.3389028126,0.3116957535
494,1,637798795,637798795,381593,382359,765,1,1,488,27,5.9765319426,0.1994730714
495,1,637800230,637800231,1859983,1861873,1889,1,2,49,63,9.2696985722,0.3093859888
496,0,637798455,637798454,50013,48871,1143,1,2,29,56,211.5538057743,7.0608319018
497,0,637799572,637799571,1171498,1170740,759,0,2,17,103,735.534914361,0
498,0,637800524,637800524,2157799,2156574,1226,1,1,44,0,4.515497553,0.1507095042
499,0,637800879,637800879,2505976,2502146,3831,1,1,21,0,3.5184025059,0.1174304029
500,1,637798862,637798862,443995,445155,1159,1,1,6,0,3.0172265289,0.1007031249
501,1,637799280,637799282,867374,869133,1758,1,3,21,12,17.5693181818,0.5863945668
502,1,637799966,637799969,1592254,1596689,4434,1,4,0,75,16.595581605,0.5538950794
503,1,637800839,637800839,2465150,2465848,697,1,1,78,0,2.4191702432,0.0807423642
504,0,637798599,637798598,192536,191522,1015,1,2,65,188,16.4108374384,0.5477290474
505,0,637798638,637798638,229317,227892,1426,1,1,32,47,4.8373071529,0.1614502397
506,0,637799204,637799204,784777,783885,893,1,1,29,69,15.5699888018,0.5196648352
507,0,637799319,637799319,911694,910731,964,1,1,0,4,3.7686721992,0.1257834185
508,0,637800259,637800259,1892208,1891868,341,1,1,0,23,5.9413489736,0.1982988026
509,0,637800504,637800503,2137356,2135662,1695,1,2,84,105,58.0460176991,1.9373472011
510,0,637800857,637800856,2482882,2480952,1931,1,2,77,57,20.8182288969,0.6948303965
511,0,637801067,637801067,2695876,2694806,1071,1,1,6,243,8.7245564893,0.2911912955
512,1,637798432,637798432,28168,29350,1181,1,1,16,0,2.3863060017,0.0796454854
513,1,637798456,637798456,49962,52743,2780,1,1,108,127,15.099209202,0.5039520684
514,1,637800749,637800749,2370527,2371169,641,1,1,15,355,18.0466562986,0.6023262311
515,0,637798473,637798472,67986,65623,2364,1,2,0,35,3.1941624365,0.1066085479
516,0,637798600,637798600,195519,192615,2905,1,1,3,40,5.2065404475,0.1737737913
517,0,637798718,637798716,311752,309413,2340,1,3,44,60,9.0632478632,0.3024954782
518,0,637798800,637798800,388243,387265,979,1,1,23,89,4.6680286006,0.1558003891
519,0,637798854,637798851,438651,435379,3273,1,4,23,4,33.7601588756,1.1267809904
520,0,637798856,637798854,440316,437320,2997,1,2,21,214,26.4310977644,0.882165828
521,0,637798899,637798899,480824,479877,948,1,1,0,0,5.697257384,0.1901519878
522,0,637799028,637799028,607700,607233,468,1,1,12,78,5.6944444444,0.1900581029
523,0,637799337,637799337,927038,926649,390,1,1,64,71,189.058974359,6.3100431246
524,0,637799653,637799652,1246112,1243699,2414,1,2,20,131,13.5323115162,0.451655202
525,0,637799725,637799725,1321798,1320370,1429,1,1,40,0,3.9132260322,0.1306080555
526,0,637799974,637799974,1599168,1598634,535,1,1,0,22,2.5065420561,0.0836584908
527,0,637800011,637800011,1643031,1641908,1124,1,1,20,264,11.9261565836,0.398048083
528,0,637800099,637800099,1733268,1731741,1528,1,1,21,70,4.4587696335,0.1488161499
529,0,637800160,637800160,1793937,1792715,1223,1,1,21,497,2719.554374489,90.7680020698
530,0,637800163,637800163,1797466,1797041,426,1,1,80,37,7.5422535211,0.2517306842
531,0,637800445,637800445,2070254,2067920,2335,1,1,74,38,6.3571734475,0.212177384
532,0,637800837,637800837,2461528,2460601,928,1,1,127,0,8.2532327586,0.2754603678
533,0,637800862,637800862,2486679,2485537,1143,1,1,29,58,5.1189851269,0.1708515399
534,0,637800902,637800902,2533395,2532047,1349,1,1,21,53,15.9562638992,0.532557175
535,0,637800956,637800955,2587819,2586581,1239,1,2,22,218,54.0750605327,1.8048123079
536,1,637798620,637798620,216433,217480,1046,1,1,76,48,8.1450381679,0.271849259
537,1,637798707,637798707,299598,300491,892,1,1,30,501,26.9787472036,0.900444207
538,1,637798950,637798950,525271,526390,1118,1,1,89,137,11.2508928571,0.3755104425
539,1,637798991,637798991,564097,565308,1210,1,1,26,91,17.9356435644,0.5986210636
540,1,637799072,637799073,655282,657874,2591,1,2,0,0,5.197069032,0.1734576728
541,1,637799124,637799124,701582,704962,3379,1,1,22,65,5.2898550725,0.1765545049
542,1,637799184,637799186,760212,763756,3543,1,3,310,113,15.3139633286,0.5111197145
543,1,637799228,637799228,805166,806769,1602,1,1,20,0,4.0149625935,0.1340036208
544,1,637799760,637799765,1361774,1366180,4405,1,6,105,0,14.6151577037,0.4877963379
545,1,637799829,637799829,1446148,1447570,1421,1,1,43,51,93.2944483486,3.1138008351
546,1,640711042,640711042,1496904,1496976,71,0,1,0,1,131413.808219178,0
547,1,637799883,637799883,1504276,1504904,627,1,1,24,143,17.0047694754,0.5675521571
548,1,637799960,637799960,1586222,1588765,2542,1,1,21,6,3.8632075472,0.1289386357
549,1,637799986,637799986,1610364,1611258,893,1,1,0,1,3.0927374302,0.1032233811
550,1,637800047,637800052,1682020,1683649,1628,1,4,22,100,95.1,3.1740630301
551,1,637800094,637800094,1728435,1728844,408,1,1,18,170,11.2463414634,0.3753585347
552,1,637800297,637800297,1925315,1925830,514,1,1,9,0,2.1279069767,0.0710211448
553,1,637800447,637800447,2071310,2072045,734,1,1,25,0,11.0244565217,0.3679528903
554,1,637800681,637800682,2300135,2301480,1344,1,2,48,108,11.5817236256,0.3865522692
555,1,637800693,637800694,2310693,2314981,4287,1,2,45,23,2.3826066682,0.0795220162
556,1,637800974,637800976,2606749,2609717,2967,1,3,33,0,32.6315257663,1.0891116673
557,0,637799533,637799533,1125157,1124182,976,1,1,68,107,8.9036885246,0.2971700166
558,1,637799615,637799615,1217619,1218202,582,1,1,31,160,7.1301369863,0.2379758592
559,1,637799895,637799895,1515365,1517066,1700,1,1,4,66,4.0828437133,0.1362692249
560,1,637800402,637800402,2030297,2032261,1963,1,1,25,119,8.1094147583,0.27066029
561,0,637798846,637798845,430706,428494,2213,1,1,233,117,10.0989606869,0.3370634886
562,1,637798505,637798505,100158,100531,372,1,1,44,0,4.2085561497,0.1404650104
563,1,637798560,637798561,156294,157210,915,1,2,46,26,4.534351145,0.1513387627
564,1,637798566,637798572,161678,166606,4927,0,2,48,170,14152.6713329276,0
565,1,637798697,637798698,288292,289768,1475,1,2,20,8,11.461069736,0.3825253181
566,1,637799051,637799052,630557,634086,3528,1,2,120,95,12.2317280453,0.4082468538
567,1,637799318,637799318,909780,910680,899,1,1,0,4,4.5149833518,0.1506923422
568,1,637799557,637799557,1151331,1151729,397,1,1,67,110,18.350877193,0.6124799249
569,1,637800642,637800642,2275657,2276786,1128,1,1,26,0,3.3911504425,0.1131832308
570,1,637800796,637800796,2415131,2416382,1250,1,1,102,70,9.5599041534,0.3190719069
571,1,637800917,637800917,2548553,2550562,2008,1,1,69,36,408.1174129353,13.6213500759
572,0,637798734,637798734,326017,323717,2301,1,1,119,64,172.6983920035,5.7639913923
573,0,637798783,637798781,372407,368902,3506,1,3,201,27,16.5242441529,0.5515141163
574,0,637798858,637798858,441876,440573,1304,1,1,40,784,156.6932515337,5.2298029091
575,0,637798902,637798901,483538,482445,1094,1,2,21,186,36.0310786106,1.202575337
576,0,637799004,637799003,581191,579312,1880,1,2,17,0,4.7303191489,0.157879402
577,0,637799193,637799191,769585,767158,2428,1,3,47,84,12.2343492586,0.4083343395
578,0,637799466,637799465,1057484,1055969,1516,1,2,22,0,7.2829815303,0.2430772074
579,0,637799797,637799797,1404105,1403362,744,1,1,45,0,4.0228494624,0.1342668533
580,0,637799952,637799952,1572358,1570869,1490,1,1,78,107,22.6657718121,0.7564940941
581,0,637800114,637800113,1745489,1744235,1255,1,2,20,46,12.9370517928,0.4317877792
582,0,637800180,637800179,1812762,1809971,2792,1,2,227,212,16.8356017192,0.5619060043
583,0,637800237,637800236,1866766,1865914,853,1,2,17,65,18.3950762016,0.6139551136
584,0,637800253,637800253,1884388,1883576,813,1,1,14,520,42.9618696187,1.4338978135
585,0,637800490,637800490,2117730,2114134,3597,1,1,9,0,2.8954684459,0.0966393202
586,0,637800548,637800548,2184549,2184049,501,1,1,26,70,11.3053892216,0.3773293161
587,0,637800626,637800623,2261235,2257717,3519,1,4,44,337,18.8195510088,0.6281224091
588,0,637800745,637800744,2368747,2366043,2705,1,2,26,29,29.377818854,0.9805157594
589,0,637800916,637800916,2548451,2547556,896,1,1,8,21,3.0491071429,0.1017671741
590,0,637800984,637800984,2615777,2614270,1508,1,1,117,125,13.4297082228,0.4482307084
591,0,637801042,637801041,2672951,2670843,2109,1,2,19,23,5.6306306306,0.1879282494
592,1,637798443,637798443,36442,36955,512,1,1,37,0,8.1381322957,0.2716187682
593,1,637798582,637798582,174257,174890,632,1,1,54,178,18.5347003155,0.6186152162
594,1,637798594,637798594,185666,187426,1759,1,1,16,8,2.2782509938,0.0760390353
595,1,637798673,637798673,263384,264610,1225,1,1,373,125,65.1108394458,2.1731430952
596,1,637798784,637798786,372522,375087,2564,1,3,10,259,17.5693686672,0.5863962519
597,1,637798939,637798939,515293,516326,1032,1,1,20,150,15.3452611219,0.5121643113
598,1,637799026,637799027,605750,607329,1578,1,2,86,30,4.1474683544,0.1384261406
599,1,637799159,637799160,738158,740778,2619,1,2,1,0,4.6165585654,0.1540825223
600,1,637799294,637799295,883539,886916,3376,1,2,296,24,26.5704558911,0.8868170529
601,1,637799445,637799445,1039128,1039643,514,1,1,40,5,4.3585271318,0.1454704504
602,1,637799908,637799908,1527717,1528068,350,1,1,0,37,6.8494318182,0.2286070275
603,1,637800148,637800150,1780025,1781245,1219,1,3,23,27,26.1064701065,0.871331037
604,1,637800391,640711046,2023667,2025366,1698,0,1,27,1,1766.1988235294,0
605,1,637800517,637800519,2149628,2153797,4168,1,2,174,28,27.3731414868,0.9136075333
606,1,637800754,637800756,2374114,2377034,2919,1,3,20,51,34.6949674769,1.1579812157
607,1,637801047,637801050,2676016,2680326,4309,1,3,9,405,21.3648805382,0.7130754728
608,0,637800407,637800406,2036055,2033846,2210,1,2,359,25,10.343438914,0.3452232077
609,1,637799097,637799100,678833,684089,5255,1,4,48,29,57.7350199734,1.9269673231
610,1,637800570,637800570,2206002,2206539,536,1,1,0,136,19.1431226766,0.6389219556
611,0,637798536,637798536,129548,128571,978,1,1,139,251,14.1083844581,0.4708822453
612,0,637798663,637798663,254979,254061,919,1,1,134,35,3.1523394995,0.1052126631
613,0,637799682,637799682,1277247,1276672,576,1,1,26,268,12.5381944444,0.4184754935
614,0,637799868,637799868,1491226,1490759,468,1,1,21,0,4.2435897436,0.1416342936
615,0,637800141,637800141,1772059,1768940,3120,1,1,42,0,7.7701923077,0.2593383821
616,0,637800219,637800219,1843893,1841918,1976,1,1,24,92,8.0521255061,0.2687482007
617,0,637800680,637800648,2300180,2283023,17158,1,31,67,160,74.5364844387,2.4877339606
618,0,637800971,637800971,2605033,2604084,950,1,1,23,0,4.1252631579,0.1376850187
619,0,637801053,637801052,2681870,2680385,1486,1,2,31,25,4.0195154778,0.1341555781
620,1,637798860,637798860,441834,443326,1491,1,1,188,90,6.8265237776,0.2278424474
621,1,637800107,637800107,1739584,1741685,2100,1,1,11,0,2.3663177926,0.0789783578
622,1,637800705,637800706,2326899,2328966,2066,1,2,114,118,10.5686653772,0.3527403792
623,0,637799177,637799176,756757,754756,2002,1,2,196,23,28.9695304695,0.9668887031
624,0,637799771,637799769,1374658,1372773,1886,1,3,19,90,28.183457052,0.9406526717
625,0,637800166,637800165,1800252,1799112,1141,1,2,33,7,4.1647677476,0.1390035262
626,0,637801046,637801046,2675929,2675317,613,1,1,4,0,3.0261011419,0.1009993245
627,0,637801055,637801055,2683847,2682852,996,1,1,34,47,4.5512048193,0.1519012719
628,1,637798752,637798753,339300,340526,1225,1,1,52,74,41.5224123879,1.3858544068
629,1,637798965,637798966,539341,540400,1058,1,1,73,103,22.3245283019,0.7451047312
630,1,637799042,637799042,622388,623707,1318,1,1,44,133,501.4234848485,16.7355388593
631,1,637799180,637799180,757839,758327,487,1,1,0,0,15.3824130879,0.5134042976
632,1,637799718,637799718,1311017,1311561,543,1,1,11,27,2.4330275229,0.0812048655
633,1,637800588,637800588,2226875,2228285,1409,1,1,33,115,38.4904323175,1.2846588669
634,0,637798595,637798595,189258,187469,1790,1,1,0,62,43.5251396648,1.4526975465
635,0,637799532,637799532,1124167,1123572,596,1,1,19,106,6.9244966443,0.2311123954
